distance_px,intensity_green,trend,envelope
2143.000,36.392065,43.919408,9.206105
2144.000,35.274810,43.849791,9.250981
2145.000,33.944832,43.784197,9.293630
2146.000,33.317962,43.722638,9.333981
2147.000,32.296157,43.665126,9.371966
2148.000,31.911875,43.611674,9.407523
2149.000,31.945270,43.562292,9.440590
2150.000,31.567290,43.516989,9.471112
2151.000,31.218750,43.475775,9.499035
2152.000,30.544817,43.438658,9.524309
2153.000,29.682977,43.405646,9.546891
2154.000,29.898763,43.376746,9.566740
2155.000,31.425436,43.351962,9.583820
2156.000,32.413445,43.331301,9.598100
2157.000,33.356777,43.314767,9.609555
2158.000,33.859960,43.302363,9.618164
2159.000,33.895161,43.294092,9.623912
2160.000,32.391991,43.289956,9.626789
